Session Id,Event Count,Unique Items Viewed,Session Revenue,Is Free Shipping,User Country,Device Category,Region,Market Tier,Tannico Strategic Role,Purchase Flag,Actual Purchase Revenue,Churn Due To Shipping,Cohort
11199561,12,12,0.0,False,United Kingdom,Mobile,Northern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
11422134,24,13,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
11609554,10,10,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
11691022,11,11,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
12137931,35,24,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
12339044,94,56,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
12376527,61,34,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
12793161,11,11,0.0,False,Switzerland,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
12794739,23,22,0.0,False,Greece,Mobile,Southern Europe,Tier 3: Emerging EU,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
12957353,12,12,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
13062293,2,2,0.0,False,Netherlands,Desktop,Western Europe,Tier 2: Strong EU,Basket Builder,0,0.0,0,Other/Low Intent Churn
13423766,14,13,0.0,False,United Kingdom,Desktop,Northern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
13512355,24,24,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
14098564,32,21,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
14252593,13,13,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
14304129,2,2,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Basket Builder,0,0.0,0,Other/Low Intent Churn
14410342,12,12,0.0,False,United Kingdom,Desktop,Northern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
14626498,91,73,54.0,False,Ireland,Desktop,Northern Europe,Tier 3: Emerging EU,Volume Co-Driver,1,27.0,0,Purchased (Converted)
14820521,35,34,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
14835659,32,29,0.0,False,France,Mobile,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
15795983,19,18,0.0,False,Switzerland,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
16120926,26,14,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
16170934,11,11,0.0,False,Netherlands,Desktop,Western Europe,Tier 2: Strong EU,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
16505486,11,11,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
16601837,12,12,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
16806887,24,24,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
17514650,25,13,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
17807563,12,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
18120890,12,12,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
18321487,14,14,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
18546076,11,11,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
18569591,24,13,0.0,False,Denmark,Desktop,Northern Europe,Tier 3: Emerging EU,Volume Foundation,0,0.0,0,Other/Low Intent Churn
18634473,11,11,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
18704568,13,13,0.0,False,United States,Mobile,North America,Tier 5: International Key,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
18792003,13,13,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
19064488,10,10,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
19167039,13,13,0.0,False,Ireland,Mobile,Northern Europe,Tier 3: Emerging EU,Volume Foundation,0,0.0,0,Other/Low Intent Churn
19620916,44,31,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
19716502,12,12,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
19897500,12,12,0.0,False,Switzerland,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
19909108,15,15,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
20295645,47,25,0.0,False,Brazil,Desktop,Latin America,Tier 4-6: Other,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
20808053,14,14,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
20841306,25,13,0.0,False,Spain,Desktop,Southern Europe,Tier 2: Strong EU,Volume Foundation,0,0.0,0,Other/Low Intent Churn
20889065,43,36,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
20976456,12,12,0.0,False,South Korea,Desktop,Asia-Pacific,Tier 4-6: Other,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
21066947,12,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
21176765,13,13,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
21252740,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
22343893,12,12,0.0,False,France,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
22699644,36,31,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
22748029,24,13,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
23133189,23,12,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
23159284,52,44,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
23305463,38,26,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
23369491,12,12,0.0,False,Austria,Desktop,Western Europe,Tier 2: Strong EU,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
23486383,13,13,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
23739864,10,10,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
23910511,25,13,0.0,False,Poland,Desktop,Eastern Europe,Tier 3: Emerging EU,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
24201139,36,24,0.0,False,France,Mobile,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
24247331,23,12,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
24278026,14,8,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
25116538,12,12,0.0,False,Hungary,Desktop,Eastern Europe,Tier 4-6: Other,Volume Foundation,0,0.0,0,Other/Low Intent Churn
25490132,11,11,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
25652461,16,16,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
25697535,12,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
25821714,29,17,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
25990134,12,12,0.0,False,Japan,Desktop,Asia-Pacific,Tier 5: International Key,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
26211053,8,8,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Basket Builder,0,0.0,0,Other/Low Intent Churn
26616697,12,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
26634047,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
26753310,36,24,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
26812810,11,11,0.0,False,Austria,Desktop,Western Europe,Tier 2: Strong EU,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
27475903,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
27822841,12,12,0.0,False,France,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
27938462,37,36,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
28169780,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
28706994,23,12,0.0,False,Sweden,Mobile,Northern Europe,Tier 2: Strong EU,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
28898038,24,13,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
29289526,41,41,870.0,True,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,1,870.0,0,Purchased (Converted)
29451238,33,18,0.0,False,Latvia,Desktop,Eastern Europe,Tier 4-6: Other,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
29630325,13,13,0.0,False,Netherlands,Mobile,Western Europe,Tier 2: Strong EU,Volume Foundation,0,0.0,0,Other/Low Intent Churn
30082722,19,19,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
30176255,85,71,995.0,True,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,1,995.0,0,Purchased (Converted)
30479198,18,18,0.0,False,United Kingdom,Desktop,Northern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
30531201,11,11,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
30721380,22,22,0.0,False,United Kingdom,Mobile,Northern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
30909019,12,12,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
31141902,23,23,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
31188421,12,12,0.0,False,United Kingdom,Desktop,Northern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
31678095,21,21,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
31986127,12,12,0.0,False,United Kingdom,Desktop,Northern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
32070228,48,26,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
32140111,12,12,0.0,False,United Kingdom,Mobile,Northern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
32297085,11,11,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
32487423,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
32930974,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
33090306,35,25,222.0,True,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,1,222.0,0,Purchased (Converted)
33143841,24,13,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
33220018,24,13,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
33377244,24,24,0.0,False,Spain,Desktop,Southern Europe,Tier 2: Strong EU,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
33423542,37,35,0.0,False,Czechia,Desktop,Eastern Europe,Tier 4-6: Other,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
33494372,14,14,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
33867368,27,27,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
34048495,38,28,0.0,False,Brazil,Desktop,Latin America,Tier 4-6: Other,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
34253413,38,23,0.0,False,United Kingdom,Mobile,Northern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
34592757,31,17,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
34635587,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
34711913,25,25,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
34844040,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
34886549,12,12,0.0,False,Portugal,Desktop,Southern Europe,Tier 3: Emerging EU,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
34905509,12,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
34910449,12,12,0.0,False,Austria,Mobile,Western Europe,Tier 2: Strong EU,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
35089396,24,23,0.0,False,United Kingdom,Mobile,Northern Europe,Tier 1: Core Market,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
35101969,12,12,0.0,False,United Kingdom,Mobile,Northern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
35147033,27,27,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
35394994,73,38,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
35547138,14,14,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
36050226,12,12,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
36189682,12,12,0.0,False,Poland,Mobile,Eastern Europe,Tier 3: Emerging EU,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
36503573,11,11,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
36706905,26,13,44.0,False,Ireland,Desktop,Northern Europe,Tier 3: Emerging EU,Volume Foundation,0,0.0,0,Other/Low Intent Churn
36716796,11,11,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
36808027,13,13,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
36930109,26,26,366.0,True,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Co-Driver,1,366.0,0,Purchased (Converted)
37016307,24,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
38012149,26,25,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
38209945,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
38220655,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
38616245,12,12,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
38702257,11,11,0.0,False,United Kingdom,Mobile,Northern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
38832109,35,24,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
39162077,12,12,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
39334643,34,33,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
39438395,11,11,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
39737676,12,12,0.0,False,Hungary,Desktop,Eastern Europe,Tier 4-6: Other,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
39974355,11,11,0.0,False,Germany,Mobile,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
40376725,45,35,0.0,False,France,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
40460660,12,12,0.0,False,Austria,Mobile,Western Europe,Tier 2: Strong EU,Volume Foundation,0,0.0,0,Other/Low Intent Churn
40811357,12,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
40893963,115,75,0.0,False,Luxembourg,Mobile,Western Europe,Tier 4-6: Other,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
41311269,12,12,0.0,False,Switzerland,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
41323139,98,47,0.0,False,Singapore,Mobile,Asia-Pacific,Tier 5: International Key,Volume Foundation,0,0.0,0,Other/Low Intent Churn
41483185,25,13,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
41504797,24,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
41589510,11,11,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
41996783,12,12,0.0,False,Switzerland,Desktop,Western Europe,Tier 1: Core Market,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
42274063,11,11,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
42375597,12,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
42765009,36,34,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
42942517,12,12,0.0,False,Germany,Desktop,Western Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
43473415,11,11,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
43665451,24,23,0.0,False,Ireland,Mobile,Northern Europe,Tier 3: Emerging EU,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
43841844,12,12,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Foundation,0,0.0,0,Other/Low Intent Churn
43848806,25,13,0.0,False,Italy,Mobile,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
44098913,52,38,0.0,False,Italy,Desktop,Southern Europe,Tier 1: Core Market,Volume Co-Driver,0,0.0,0,Other/Low Intent Churn
44487680,11,11,0.0,False,Spain,Desktop,Southern Europe,Tier 2: Strong EU,Seasonal Boost,0,0.0,0,Other/Low Intent Churn
